Bill To Name First Line,Bill To Name Second Line,Account Number,Service Address,Bill Period Start,Bill Period End,Utility Type,Consumption Amount,Line Item Description,Line Item Charge,Bill Date,Due Date,SourceFile_Page
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,33.75 kWh,CTOU Shoulder,$2.73,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,11.25 kWh,CTOU Shoulder,$1.25,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,282.75 kWh,CTOU Off-Peak,$16.96,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,94.25 kWh,CTOU Off-Peak,$5.65,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,345.75 kWh,RDA,-$0.85 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,115.25 kWh,RDA,-$0.13 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,Demand Side Mgmt,$3.10,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,PurchCapCostAdj,$1.15,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,Trans Cost Adj,$2.53,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,ECA Q2,$14.01,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,Trans Elec Plan,$0.68,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,Renew. Energy Std Adj,$0.62,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,Colo Energy Plan Adj,$0.62,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,Clean Energy Plan Rev,$0.79,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,Franchise Fee,$1.97,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,Sales Tax,$5.64,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,21 kWh,CTOU On-Peak,$2.14,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,7 kWh,CTOU On-Peak,$1.13,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,29.25 kWh,CTOU Shoulder,$2.37,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,9.75 kWh,CTOU Shoulder,$1.08,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,223.50 kWh,CTOU Off-Peak,$13.41,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,74.50 kWh,CTOU Off-Peak,$4.47,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,273.75 kWh,RDA,-$0.67 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,91.25 kWh,RDA,-$0.11 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,24.59 9.92%,Demand Side Mgmt,$2.44,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,24.59 3.65%,PurchCapCostAdj,$0.90,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,24.59 8.16%,Trans Cost Adj,$2.01,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,24.59 44.96%,ECA 02,$11.05,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,24.59 2.16%,Trans Elec Plan,$0.53,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,MISSING,Renew. Energy Std Adj,$0.50,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,MISSING,Colo Energy Plan Adj,$0.50,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,MISSING,Clean Energy Plan Rev,$0.63,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,3.00%,Franchise Fee,$1.63,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9820 WESTCLIFF PKWY BLDG TRASH WESTMINSTER, CO 80021-4003",05/07/25,06/08/25,ELECTRICITY,MISSING,Sales Tax,$4.68,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_24
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,33 kWh,CTOU On-Peak,$3.36,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,11 kWh,CTOU On-Peak,$1.78,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,41.25 kWh,CTOU Shoulder,$3.34,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,13.75 kWh,CTOU Shoulder,$1.52,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,251.25 kWh,CTOU Off-Peak,$15.07,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,83.75 kWh,CTOU Off-Peak,$5.02,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,325.50 kWh,RDA,-$0.80,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,108.50 kWh,RDA,-$0.13,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,Demand Side Mgmt,$3.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,PurchCapCostAd},$1.10,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,Trans Cost Adj,$2.46,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,ECA 02,$13.53,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,Trans Elec Plan,$0.64,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,Renew. Energy Std Adj,$0.59,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,Colo Energy Plan Adj,$0.59,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,Clean Energy Plan Rev,$0.78,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,Franchise Fee,$1.92,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/2025,06/08/2025,Electricity,MISSING,Sales Tax,$5.49,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_25
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,33 kWh,CTOU On-Peak,$3.36,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,11 kWh,CTOU On-Peak,$1.78,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,41.25 kWh,CTOU Shoulder,$3.34,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,13.75 kWh,CTOU Shoulder,$1.52,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,251.25 kWh,CTOU Off-Peak,$15.07,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,83.75 kWh,CTOU Off-Peak,$5.02,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,325.50 kWh,RDA,-$0.80 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,108.50 kWh,RDA,-$0.13 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,Demand Side Mgmt,$3.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,PurchCapCostAd,$1.10,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,Trans Cost Adj,$2.46,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,ECA 02,$13.53,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,Trans Elec Plan,$0.64,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,Renew. Energy Std Adj,$0.59,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,Colo Energy Plan Adj,$0.59,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,Clean Energy Plan Rev,$0.78,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,Franchise Fee,$1.92,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9900 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6012",05/07/25,06/08/25,Electricity,MISSING,Sales Tax,$5.49,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_26
